To: 2020-06-12;;
Country;Rating;Review
au;1;Styiped thing it is a kid hear don’t download it
au;2;All good but enough already with the motivational and self-aggrandising messages it continuously and continuously sends out. I had to turn notifications off to shut the thing up. That probably means I won’t get a notification if I come close to a risky patient. Doh!
au;1;Tried to join.  Gave phone number error. Both wifi and Bluetooth were active.
au;1;It does not give the user anything. If it reported on map where people had been detected as having the virus in real time. People could check it and self isolate if they felt they were at risk. The model it uses should be distributed not centralised for more people to be happy downloading it. The government needs to work in with apple and google to help develop a decentralised app to nationalise and the globalise the effort. People coming from abroad are the biggest risk to Australia. A global app means that people from abroad are automatically monitored and part of the effort.
au;3;"Current version makes emails crash on iPhone.
Happy to help the world but not if it breaks my phone."
au;4;I have no issues with having the app, no worries at all. What bugs me though is that on my iPhone 11 I Bluetooth to a sound system or headset and play Spotify all day while I work. Every time this pings a Covid App Bluetooth handshake signal, whether in wifi or SIM it stops Spotify briefly. I thought it might be Spotify, but if I swap to another device without this app I don’t get the glitch. An annoying side effect, really.
au;1;App interferes with Bluetooth connection to other devices. My Phone now disconnects my Apple Watch multiple times a day. Only by turning Bluetooth on and off can I reconnect my watch.
au;3;Does it really work in the background. If not then it is of little use as we have other app in use in the foreground like Runkeeper, email etc?
au;5;Really impressed, I downloaded the app and haven’t caught the virus. Amazing how an app can do that.
au;1;Covid hoax.
au;2;Derails other Bluetooth devices. Had to uninstall the app. Will reinstall if they fix this.
au;1;"For a multicultural country with immigrants from all over the world it is exceedingly bone headed to have this app restricted to the Australian App Store. My wife and I have lived here for 7 years and still have US apple IDs so it took a lot of messing around to download this. 

Thing of the number of international student wants, temporary migrants and people born overseas who need this app to be as simple to download as possible."
